"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-11","5.1",",,W",,,,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"6.1",",,X","-1.1",",,X","   20",",,X","   20",",,X","8.9",",,X","10.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-12","1.9",",,W",,,,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"6.1",",,X","-1.7",",,X","   30",",,X","   30",",,X","5.8",",,X","6.7",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-13","1.3",",,W",,,,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"5.0",",,X","-2.8",",,X","   40",",,X","   40",",,X","4.0",",,X","4.5",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-14","5.3",",,W",,,,,"4.1",",,X,2400","0.0","T,,X","0.0",",,X",,,"4.4",",,X","0.6",",,X","  220",",,X","  220",",,X","11.6",",,X","15.6",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,"    1",",,X",,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-15","3.2",",,W",,,,,"5.3",",,X,2400","61.0",",,X","51.0",",,X",,,"1.1",",,X","-3.3",",,X","  200",",,X","  190",",,X","7.6",",,X","9.4",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-16","5.0",",,W",,,,,"2.5",",,X,2400","3.0",",,X","51.0",",,X",,,"1.7",",,X","-2.8",",,X","  190",",,X","  190",",,X","10.3",",,X","13.4",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,"    1",",,X",,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-17","5.6",",,W",,,,,"8.1",",,X,2400","0.0","T,,X","0.0",",,X",,,"3.3",",,X","0.0",",,X","  220",",,X","  190",",,X","9.4",",,X","13.0",",,X","    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-18","5.0",",,W",,,,,"19.8",",,X,2400","173.0",",,X","25.0",",,X",,,"0.0",",,X","-2.8",",,X","  360",",,X","  360",",,X","9.4",",,X","10.7",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X","    1",",,X","    1",",,X",,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-19","1.6",",,W",,,,,"15.2",",,X,2400","8.0",",,X","76.0",",,X",,,"-1.1",",,X","-2.8",",,X","  300",",,X","  300",",,X","5.4",",,X","5.4",",,X",,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X","    1",",,X",,,"    1",",,X",,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-20","2.3",",,W",,,,,"13.5",",,X,2400","0.0","T,,X","76.0",",,X",,,"7.2",",,X","-1.1",",,X","  130",",,X","  120",",,X","8.0",",,X","9.8",",,X","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,"    1",",,X",,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-21","8.2",",,W",,,,,"3.0",",,X,2400","0.0",",,X","51.0",",,X",,,"8.3",",,X","3.3",",,X","  200",",,X","  190",",,X","14.8",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-22","4.8",",,W",,,,,"6.1",",,X,2400","0.0",",,X","0.0",",,X",,,"6.7",",,X","2.2",",,X","  160",",,X","  150",",,X","11.6",",,X","19.2",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-23","3.6",",,W",,,,,"0.0","T,,X,2400","0.0",",,X","0.0",",,X",,,"8.3",",,X","1.1",",,X","  200",",,X","  200",",,X","7.6",",,X","9.4",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-24","5.1",",,W",,,,,"8.6",",,X,2400","0.0",",,X","0.0",",,X",,,"10.0",",,X","2.2",",,X","  240",",,X","  230",",,X","17.4",",,X","23.2",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-25","5.4",",,W",,,,,"8.1",",,X,2400","0.0",",,X","0.0",",,X",,,"8.9",",,X","4.4",",,X","  250",",,X","  240",",,X","15.6",",,X","20.1",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-26","4.8",",,W",,,,,"4.8",",,X,2400","0.0",",,X","0.0",",,X",,,"8.9",",,X","1.1",",,X","  220",",,X","  210",",,X","12.5",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-27","1.4",",,W",,,,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"6.7",",,X","-2.2",",,X","  110",",,X","  130",",,X","3.6",",,X","4.5",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-28","2.2",",,W",,,,,"0.0","T,,X,2400","0.0",",,X","0.0",",,X",,,"6.7",",,X","0.6",",,X","  200",",,X","  210",",,X","4.5",",,X","6.3",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-29","4.5",",,W",,,,,"27.7",",,X,2400","0.0",",,X","0.0",",,X",,,"9.4",",,X","3.9",",,X","  190",",,X","  200",",,X","8.0",",,X","10.7",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-30","5.1",",,W",,,,,"3.6",",,X,2400","0.0",",,X","0.0",",,X",,,"8.3",",,X","6.1",",,X","  220",",,X","  220",",,X","10.7",",,X","14.3",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-01-31","3.9",",,W",,,,,"1.8",",,X,2400","0.0",",,X","0.0",",,X",,,"9.4",",,X","6.1",",,X","  200",",,X","  210",",,X","8.0",",,X","10.7",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-01","2.7",",,W",,,,,"13.5",",,X,2400","0.0",",,X","0.0",",,X",,,"8.9",",,X","3.3",",,X","  360",",,X","   10",",,X","8.9",",,X","11.6",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-02","2.6",",,W",,,,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"8.3",",,X","1.7",",,X","   30",",,X","   20",",,X","6.7",",,X","8.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-03","5.3",",,W",,,,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"14.4",",,X","2.2",",,X","  120",",,X","  120",",,X","10.3",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-04","4.3",",,W",,,,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"15.6",",,X","5.0",",,X","  120",",,X","  130",",,X","8.9",",,X","10.7",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-05","2.9",",,W",,,,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"13.9",",,X","1.7",",,X","   20",",,X","  100",",,X","6.3",",,X","7.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-06","5.0",",,W",,,,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"16.1",",,X","1.7",",,X","  100",",,X","   90",",,X","10.3",",,X","12.5",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-07","5.3",",,W",,,,,"0.3",",,X,2400","0.0",",,X","0.0",",,X",,,"15.6",",,X","7.8",",,X","  100",",,X","   90",",,X","10.3",",,X","13.9",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-08","2.7",",,W",,,,,"2.8",",,X,2400","0.0",",,X","0.0",",,X",,,"10.0",",,X","5.0",",,X","  110",",,X","  110",",,X","6.7",",,X","7.6",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-09","2.4",",,W",,,,,"2.5",",,X,2400","0.0",",,X","0.0",",,X",,,"11.1",",,X","7.8",",,X","   90",",,X","   90",",,X","7.2",",,X","8.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-10","3.0",",,W",,,,,"2.5",",,X,2400","0.0",",,X","0.0",",,X",,,"12.8",",,X","6.7",",,X","  110",",,X","  260",",,X","7.2",",,X","8.0",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-11","3.4",",,W",,,,,"0.8",",,X,2400","0.0",",,X","0.0",",,X",,,"8.9",",,X","5.6",",,X","  200",",,X","  210",",,X","6.7",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-12","1.3",",,W",,,,,"1.0",",,X,2400","0.0",",,X","0.0",",,X",,,"8.3",",,X","5.0",",,X","  230",",,X","  220",",,X","3.6",",,X","5.4",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-13","1.4",",,W",,,,,"11.4",",,X,2400","0.0",",,X","0.0",",,X",,,"7.2",",,X","4.4",",,X","  350",",,X","  350",",,X","4.0",",,X","4.5",",,X",,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-14","3.1",",,W",,,,,"2.5",",,X,2400","0.0",",,X","0.0",",,X",,,"6.7",",,X","1.1",",,X","  190",",,X","  190",",,X","7.6",",,X","9.4",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-15","1.8",",,W",,,,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"7.2",",,X","0.6",",,X","  130",",,X","  130",",,X","5.8",",,X","6.3",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-16","2.1",",,W",,,,,"1.8",",,X,2400","0.0",",,X","0.0",",,X",,,"7.2",",,X","3.3",",,X","   90",",,X","  190",",,X","5.8",",,X","6.7",",,X",,,"    1",",,X",,,,,,,,,,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-17","3.4",",,W",,,,,"17.3",",,X,2400","0.0",",,X","0.0",",,X",,,"10.0",",,X","4.4",",,X","  210",",,X","  180",",,X","11.2",",,X","16.1",",,X","    1",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-18","8.1",",,W",,,,,"6.4",",,X,2400","0.0",",,X","0.0",",,X",,,"6.7",",,X","3.9",",,X","  180",",,X","  200",",,X","12.5",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-19","4.7",",,W",,,,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"6.7",",,X","2.2",",,X","  220",",,X","  220",",,X","10.7",",,X","13.4",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-20","2.9",",,W",,,,,"3.0",",,X,2400","0.0",",,X","0.0",",,X",,,"7.8",",,X","1.7",",,X","  180",",,X","  190",",,X","6.7",",,X","8.0",",,X",,,,,,,,,,,,,"    1",",,X",,,"    1",",,X","    1",",,X","    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-21","7.5",",,W",,,,,"0.8",",,X,2400","0.0",",,X","0.0",",,X",,,"10.0",",,X","7.8",",,X","  210",",,X","  210",",,X","12.5",",,X","16.5",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-22","5.9",",,W",,,,,"8.6",",,X,2400","0.0",",,X","0.0",",,X",,,"10.0",",,X","2.8",",,X","  210",",,X","  210",",,X","12.5",",,X","17.4",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-23","3.9",",,W",,,,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"8.3",",,X","2.8",",,X","  210",",,X","  210",",,X","7.2",",,X","9.4",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-24","3.5",",,W",,,,,"11.4",",,X,2400","0.0",",,X","0.0",",,X",,,"6.7",",,X","4.4",",,X","  210",",,X","  210",",,X","7.6",",,X","10.3",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-25","6.4",",,W",,,,,"0.0","T,,X,2400","0.0",",,X","0.0",",,X",,,"7.2",",,X","2.8",",,X","  220",",,X","  250",",,X","10.7",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-26","3.4",",,W",,,,,"1.3",",,X,2400","0.0","T,,X","0.0",",,X",,,"5.0",",,X","-1.1",",,X","  220",",,X","  190",",,X","7.6",",,X","9.8",",,X",,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X","    1",",,X",,,"    1",",,X",,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-27","3.0",",,W",,,,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"6.7",",,X","-2.2",",,X","   30",",,X","   30",",,X","7.2",",,X","9.4",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-28","4.2",",,W",,,,,"3.6",",,X,2400","0.0","T,,X","0.0",",,X",,,"6.7",",,X","-0.6",",,X","  170",",,X","  170",",,X","9.4",",,X","13.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-02-29","7.0",",,W",,,,,"0.8",",,X,2400","0.0","T,,X","0.0",",,X",,,"5.0",",,X","1.1",",,X","  190",",,X","  200",",,X","13.0",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-03-01","3.1",",,W",,,,,"0.0",",,Z,2400","0.0",",,X","0.0",",,X",,,"6.1",",,X","1.1",",,X","  190",",,X","  190",",,X","7.6",",,X","9.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-03-02","5.1",",,W",,,,,"2.0",",,X,2400","0.0",",,X","0.0",",,X",,,"6.7",",,X","3.9",",,X","  190",",,X","  200",",,X","7.6",",,X","9.8",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-03-03","7.0",",,W",,,,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"12.2",",,X","6.7",",,X","  210",",,X","  190",",,X","11.6",",,X","14.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-03-04","5.6",",,W",,,,,"0.0","T,,X,2400","0.0",",,X","0.0",",,X",,,"10.6",",,X","6.7",",,X","  220",",,X","  220",",,X","9.4",",,X","11.2",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-03-05","6.2",",,W",,,,,"6.9",",,X,2400","0.0",",,X","0.0",",,X",,,"7.8",",,X","1.1",",,X","  190",",,X","  190",",,X","13.0",",,X","19.2",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-03-06","2.7",",,W",,,,,"0.5",",,X,2400","0.0","T,,X","0.0",",,X",,,"6.7",",,X","0.0",",,X","   10",",,X","   20",",,X","7.2",",,X","9.4",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-03-07","2.7",",,W",,,,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"8.9",",,X","-1.7",",,X","   30",",,X","   30",",,X","5.8",",,X","6.7",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-03-08","2.5",",,W",,,,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"15.6",",,X","0.6",",,X","  240",",,X","   90",",,X","5.8",",,X","12.5",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-03-09","2.8",",,W",,,,,"3.6",",,X,2400","0.0",",,X","0.0",",,X",,,"9.4",",,X","5.0",",,X","  230",",,X",,,"6.3",",,X",,,"    1",",,X","    1",",,X",,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-03-10","3.4",",,W",,,,,"10.4",",,X,2400","0.0",",,X","0.0",",,X",,,"7.2",",,X","6.1",",,X","  220",",,X","  240",",,X","7.2",",,X","9.8",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2012-03-11","5.8",",,W",,,,,"13.7",",,X,2400","0.0",",,X","0.0",",,X",,,"6.7",",,X","2.8",",,X","  200",",,X","  200",",,X","10.7",",,X","13.4",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
